Angelina Jolie,https://www.imdb.com/name/nm0001401/?ref_=fn_al_nm_1
Saif Ali Khan,https://www.imdb.com/name/nm0451307/?ref_=fn_al_nm_1
Joaquin Phoenix,https://www.imdb.com/name/nm0001618/?ref_=fn_al_nm_1
Steve Martin,https://www.imdb.com/name/nm0000188/?ref_=fn_al_nm_1
Clive Owen,https://www.imdb.com/name/nm0654110/?ref_=fn_al_nm_1
Mel Gibson,https://www.imdb.com/name/nm0000154/?ref_=fn_al_nm_1
Michael Keaton,https://www.imdb.com/name/nm0000474/?ref_=fn_al_nm_1
Gene Hackman,https://www.imdb.com/name/nm0000432/?ref_=fn_al_nm_1
Halle Berry,https://www.imdb.com/name/nm0000932/?ref_=fn_al_nm_1
Thomas Jane,https://www.imdb.com/name/nm0005048/?ref_=fn_al_nm_1
Bill Pullman,https://www.imdb.com/name/nm0000597/?ref_=fn_al_nm_1
Donald Sutherland,https://www.imdb.com/name/nm0000661/?ref_=fn_al_nm_1
Vince Vaughn,https://www.imdb.com/name/nm0000681/?ref_=fn_al_nm_1
Diane Lane,https://www.imdb.com/name/nm0000178/?ref_=fn_al_nm_1
Jennifer Connelly,https://www.imdb.com/name/nm0000124/?ref_=fn_al_nm_1
Hugh Grant,https://www.imdb.com/name/nm0000424/?ref_=fn_al_nm_1
Mark Ruffalo,https://www.imdb.com/name/nm0749263/?ref_=fn_al_nm_1
Will Smith,https://www.imdb.com/name/nm0000226/?ref_=fn_al_nm_1
Emily Watson,https://www.imdb.com/name/nm0001833/?ref_=fn_al_nm_1
Steve Carell,https://www.imdb.com/name/nm0136797/?ref_=fn_al_nm_1
Bill Paxton,https://www.imdb.com/name/nm0000200/?ref_=fn_al_nm_1
Milla Jovovich,https://www.imdb.com/name/nm0000170/?ref_=fn_al_nm_1
Kristen Stewart,https://www.imdb.com/name/nm0829576/?ref_=fn_al_nm_1
Salma Hayek,https://www.imdb.com/name/nm0000161/?ref_=fn_al_nm_1
Gabriel Byrne,https://www.imdb.com/name/nm0000321/?ref_=fn_al_nm_1
Greg Kinnear,https://www.imdb.com/name/nm0001427/?ref_=fn_al_nm_1
Michelle Pfeiffer,https://www.imdb.com/name/nm0000201/?ref_=fn_al_nm_1
Sean Penn,https://www.imdb.com/name/nm0000576/?ref_=fn_al_nm_1
Kristin Scott Thomas,https://www.imdb.com/name/nm0000218/?ref_=fn_al_nm_1
Heather Graham,https://www.imdb.com/name/nm0001287/?ref_=fn_al_nm_1
Jake Gyllenhaal,https://www.imdb.com/name/nm0350453/?ref_=fn_al_nm_1
Tom Wilkinson,https://www.imdb.com/name/nm0929489/?ref_=fn_al_nm_1
James McAvoy,https://www.imdb.com/name/nm0564215/?ref_=fn_al_nm_1
Sylvester Stallone,https://www.imdb.com/name/nm0000230/?ref_=fn_al_nm_1
Kurt Russell,https://www.imdb.com/name/nm0000621/?ref_=fn_al_nm_1
Leonardo DiCaprio,https://www.imdb.com/name/nm0000138/?ref_=fn_al_nm_1
Danny Glover,https://www.imdb.com/name/nm0000418/?ref_=fn_al_nm_1
Jim Carrey,https://www.imdb.com/name/nm0000120/?ref_=fn_al_nm_1
Michael Madsen,https://www.imdb.com/name/nm0000514/?ref_=fn_al_nm_1
Harrison Ford,https://www.imdb.com/name/nm0000148/?ref_=fn_al_nm_1
Andy Garcia,https://www.imdb.com/name/nm0000412/?ref_=fn_al_nm_1
Cuba Gooding Jr.,https://www.imdb.com/name/nm0000421/?ref_=fn_al_nm_1
Dennis Hopper,https://www.imdb.com/name/nm0000454/?ref_=fn_al_nm_1
Laurence Fishburne,https://www.imdb.com/name/nm0000401/?ref_=fn_al_nm_1
Winona Ryder,https://www.imdb.com/name/nm0000213/?ref_=fn_al_nm_1
Jean Reno,https://www.imdb.com/name/nm0000606/?ref_=fn_al_nm_1
Kathy Bates,https://www.imdb.com/name/nm0000870/?ref_=fn_al_nm_1
Christina Ricci,https://www.imdb.com/name/nm0000207/?ref_=fn_al_nm_1
Meg Ryan,https://www.imdb.com/name/nm0000212/?ref_=fn_al_nm_1
Anne Hathaway,https://www.imdb.com/name/nm0004266/?ref_=fn_al_nm_1
Viggo Mortensen,https://www.imdb.com/name/nm0001557/?ref_=fn_al_nm_1
Helen Mirren,https://www.imdb.com/name/nm0000545/?ref_=fn_al_nm_1
Bill Murray,https://www.imdb.com/name/nm0000195/?ref_=fn_al_nm_1
Kevin Kline,https://www.imdb.com/name/nm0000177/?ref_=fn_al_nm_1
Christopher Lambert,https://www.imdb.com/name/nm0000483/?ref_=fn_al_nm_1
Laura Linney,https://www.imdb.com/name/nm0001473/?ref_=fn_al_nm_1
Emma Thompson,https://www.imdb.com/name/nm0000668/?ref_=fn_al_nm_1
Rachel McAdams,https://www.imdb.com/name/nm1046097/?ref_=fn_al_nm_1
Annette Bening,https://www.imdb.com/name/nm0000906/?ref_=fn_al_nm_1
Ron Perlman,https://www.imdb.com/name/nm0000579/?ref_=fn_al_nm_1
Stephen Dorff,https://www.imdb.com/name/nm0001151/?ref_=fn_al_nm_1
William Hurt,https://www.imdb.com/name/nm0000458/?ref_=fn_al_nm_1
Raveena Tandon,https://www.imdb.com/name/nm0849199/?ref_=fn_al_nm_1
Jennifer Jason Leigh,https://www.imdb.com/name/nm0000492/?ref_=fn_al_nm_1
Catherine Keener,https://www.imdb.com/name/nm0001416/?ref_=fn_al_nm_1
Javier Bardem,https://www.imdb.com/name/nm0000849/?ref_=fn_al_nm_1
Geoffrey Rush,https://www.imdb.com/name/nm0001691/?ref_=fn_al_nm_1
Marisa Tomei,https://www.imdb.com/name/nm0000673/?ref_=fn_al_nm_1
Dakota Fanning,https://www.imdb.com/name/nm0266824/?ref_=fn_al_nm_1
Maria Bello,https://www.imdb.com/name/nm0004742/?ref_=fn_al_nm_1
Philip Seymour Hoffman,https://www.imdb.com/name/nm0000450/?ref_=fn_al_nm_1
Matthew Broderick,https://www.imdb.com/name/nm0000111/?ref_=fn_al_nm_1
Patrick Wilson,https://www.imdb.com/name/nm0933940/?ref_=fn_al_nm_1
Diane Keaton,https://www.imdb.com/name/nm0000473/?ref_=fn_al_nm_1
Rosario Dawson,https://www.imdb.com/name/nm0206257/?ref_=fn_al_nm_1
Tilda Swinton,https://www.imdb.com/name/nm0842770/?ref_=fn_al_nm_1
Mithun Chakraborty,https://www.imdb.com/name/nm0149822/?ref_=fn_al_nm_1
Chris Evans,https://www.imdb.com/name/nm0262635/?ref_=fn_al_nm_1
Whoopi Goldberg,https://www.imdb.com/name/nm0000155/?ref_=fn_al_nm_1
Helena Bonham Carter,https://www.imdb.com/name/nm0000307/?ref_=fn_al_nm_1
Michael Douglas,https://www.imdb.com/name/nm0000140/?ref_=fn_al_nm_1
Tim Robbins,https://www.imdb.com/name/nm0000209/?ref_=fn_al_nm_1
Ice Cube,https://www.imdb.com/name/nm0001084/?ref_=fn_al_nm_1
Paul Walker,https://www.imdb.com/name/nm0908094/?ref_=fn_al_nm_1
Vincent Cassel,https://www.imdb.com/name/nm0001993/?ref_=fn_al_nm_1
Karisma Kapoor,https://www.imdb.com/name/nm0006433/?ref_=fn_al_nm_1
Mickey Rourke,https://www.imdb.com/name/nm0000620/?ref_=fn_al_nm_1
Demi Moore,https://www.imdb.com/name/nm0000193/?ref_=fn_al_nm_1
Elizabeth Banks,https://www.imdb.com/name/nm0006969/?ref_=fn_al_nm_1
Alfred Molina,https://www.imdb.com/name/nm0000547/?ref_=fn_al_nm_1
Rani Mukerji,https://www.imdb.com/name/nm0611552/?ref_=fn_al_nm_1
Diane Kruger,https://www.imdb.com/name/nm1208167/?ref_=fn_al_nm_1
Emily Blunt,https://www.imdb.com/name/nm1289434/?ref_=fn_al_nm_1
Patricia Clarkson,https://www.imdb.com/name/nm0165101/?ref_=fn_al_nm_1
Edward Norton,https://www.imdb.com/name/nm0001570/?ref_=fn_al_nm_1
Jeremy Irons,https://www.imdb.com/name/nm0000460/?ref_=fn_al_nm_1
Joseph Gordon-Levitt,https://www.imdb.com/name/nm0330687/?ref_=fn_al_nm_1
Aidan Quinn,https://www.imdb.com/name/nm0001644/?ref_=fn_al_nm_1
Michelle Williams,https://www.imdb.com/name/nm0931329/?ref_=fn_al_nm_1
Keira Knightley,https://www.imdb.com/name/nm0461136/?ref_=fn_al_nm_1
Jennifer Garner,https://www.imdb.com/name/nm0004950/?ref_=fn_al_nm_1
Bridget Fonda,https://www.imdb.com/name/nm0000403/?ref_=fn_al_nm_1
Anupam Kher,https://www.imdb.com/name/nm0451600/?ref_=fn_al_nm_1
Sean Bean,https://www.imdb.com/name/nm0000293/?ref_=fn_al_nm_1
Amy Adams,https://www.imdb.com/name/nm0010736/?ref_=fn_al_nm_1
Aishwarya Rai Bachchan,https://www.imdb.com/name/nm0706787/?ref_=fn_al_nm_1
Joe Mantegna,https://www.imdb.com/name/nm0001505/?ref_=fn_al_nm_1
Anna Kendrick,https://www.imdb.com/name/nm0447695/?ref_=fn_al_nm_1
Michael Paré,https://www.imdb.com/name/nm0001595/?ref_=fn_al_nm_1
Danny DeVito,https://www.imdb.com/name/nm0000362/?ref_=fn_al_nm_1
Jesse Eisenberg,https://www.imdb.com/name/nm0251986/?ref_=fn_al_nm_1
Ashley Judd,https://www.imdb.com/name/nm0000171/?ref_=fn_al_nm_1
Jack Black,https://www.imdb.com/name/nm0085312/?ref_=fn_al_nm_1
Glenn Close,https://www.imdb.com/name/nm0000335/?ref_=fn_al_nm_1
Bradley Cooper,https://www.imdb.com/name/nm0177896/?ref_=fn_al_nm_1
Tim Allen,https://www.imdb.com/name/nm0000741/?ref_=fn_al_nm_1
Jamie Foxx,https://www.imdb.com/name/nm0004937/?ref_=fn_al_nm_1
Michael Fassbender,https://www.imdb.com/name/nm1055413/?ref_=fn_al_nm_1
Vin Diesel,https://www.imdb.com/name/nm0004874/?ref_=fn_al_nm_1
Peter Sarsgaard,https://www.imdb.com/name/nm0765597/?ref_=fn_al_nm_1
David Arquette,https://www.imdb.com/name/nm0000274/?ref_=fn_al_nm_1
Matt Dillon,https://www.imdb.com/name/nm0000369/?ref_=fn_al_nm_1
Billy Zane,https://www.imdb.com/name/nm0000708/?ref_=fn_al_nm_1
Ryan Gosling,https://www.imdb.com/name/nm0331516/?ref_=fn_al_nm_1
Brian Cox,https://www.imdb.com/name/nm0004051/?ref_=fn_al_nm_1
Frances McDormand,https://www.imdb.com/name/nm0000531/?ref_=fn_al_nm_1
James Spader,https://www.imdb.com/name/nm0000652/?ref_=fn_al_nm_1
David Thewlis,https://www.imdb.com/name/nm0000667/?ref_=fn_al_nm_1
Patricia Arquette,https://www.imdb.com/name/nm0000099/?ref_=fn_al_nm_1
Shannon Tweed,https://www.imdb.com/name/nm0000238/?ref_=fn_al_nm_1
Jessica Biel,https://www.imdb.com/name/nm0004754/?ref_=fn_al_nm_1
Dan Aykroyd,https://www.imdb.com/name/nm0000101/?ref_=fn_al_nm_1
Jessica Chastain,https://www.imdb.com/name/nm1567113/?ref_=fn_al_nm_1
Gael García Bernal,https://www.imdb.com/name/nm0305558/?ref_=fn_al_nm_1
Jeff Goldblum,https://www.imdb.com/name/nm0000156/?ref_=fn_al_nm_1
Alan Rickman,https://www.imdb.com/name/nm0000614/?ref_=fn_al_nm_1
Channing Tatum,https://www.imdb.com/name/nm1475594/?ref_=fn_al_nm_1
John Turturro,https://www.imdb.com/name/nm0001806/?ref_=fn_al_nm_1
Martin Lawrence,https://www.imdb.com/name/nm0001454/?ref_=fn_al_nm_1
Jennifer Lopez,https://www.imdb.com/name/nm0000182/?ref_=fn_al_nm_1
Lena Headey,https://www.imdb.com/name/nm0372176/?ref_=fn_al_nm_1
Stanley Tucci,https://www.imdb.com/name/nm0001804/?ref_=fn_al_nm_1
Sunny Deol,https://www.imdb.com/name/nm0219971/?ref_=fn_al_nm_1
Steve Zahn,https://www.imdb.com/name/nm0001872/?ref_=fn_al_nm_1
Abhishek Bachchan,https://www.imdb.com/name/nm0045393/?ref_=fn_al_nm_1
Jessica Alba,https://www.imdb.com/name/nm0004695/?ref_=fn_al_nm_1
Sam Worthington,https://www.imdb.com/name/nm0941777/?ref_=fn_al_nm_1
Craig Sheffer,https://www.imdb.com/name/nm0001729/?ref_=fn_al_nm_1
Christopher Plummer,https://www.imdb.com/name/nm0001626/?ref_=fn_al_nm_1
Charlotte Gainsbourg,https://www.imdb.com/name/nm0001250/?ref_=fn_al_nm_1
Paul Giamatti,https://www.imdb.com/name/nm0316079/?ref_=fn_al_nm_1
Sarah Jessica Parker,https://www.imdb.com/name/nm0000572/?ref_=fn_al_nm_1
Parker Posey,https://www.imdb.com/name/nm0000205/?ref_=fn_al_nm_1
Tony Chiu-Wai Leung,https://www.imdb.com/name/nm0504897/?ref_=fn_al_nm_1
Miranda Richardson,https://www.imdb.com/name/nm0001669/?ref_=fn_al_nm_1
Melanie Griffith,https://www.imdb.com/name/nm0000429/?ref_=fn_al_nm_1
Shia LaBeouf,https://www.imdb.com/name/nm0479471/?ref_=fn_al_nm_1
Justin Long,https://www.imdb.com/name/nm0519043/?ref_=fn_al_nm_1
Arnold Schwarzenegger,https://www.imdb.com/name/nm0000216/?ref_=fn_al_nm_1
Anton Yelchin,https://www.imdb.com/name/nm0947338/?ref_=fn_al_nm_1
Bob Hoskins,https://www.imdb.com/name/nm0001364/?ref_=fn_al_nm_1
Joel Edgerton,https://www.imdb.com/name/nm0249291/?ref_=fn_al_nm_1
Jim Caviezel,https://www.imdb.com/name/nm0001029/?ref_=fn_al_nm_1
Cillian Murphy,https://www.imdb.com/name/nm0614165/?ref_=fn_al_nm_1
Priyanka Chopra,https://www.imdb.com/name/nm1231899/?ref_=fn_al_nm_1
Manisha Koirala,https://www.imdb.com/name/nm0463539/?ref_=fn_al_nm_1
Urmila Matondkar,https://www.imdb.com/name/nm0007107/?ref_=fn_al_nm_1
James Marsden,https://www.imdb.com/name/nm0005188/?ref_=fn_al_nm_1
Kate Hudson,https://www.imdb.com/name/nm0005028/?ref_=fn_al_nm_1
Anna Faris,https://www.imdb.com/name/nm0267506/?ref_=fn_al_nm_1
John C. Reilly,https://www.imdb.com/name/nm0000604/?ref_=fn_al_nm_1
Emmanuelle Béart,https://www.imdb.com/name/nm0000322/?ref_=fn_al_nm_1
Robin Wright,https://www.imdb.com/name/nm0000705/?ref_=fn_al_nm_1
Rose Byrne,https://www.imdb.com/name/nm0126284/?ref_=fn_al_nm_1
Malcolm McDowell,https://www.imdb.com/name/nm0000532/?ref_=fn_al_nm_1
Seann William Scott,https://www.imdb.com/name/nm0005405/?ref_=fn_al_nm_1
Josh Hartnett,https://www.imdb.com/name/nm0001326/?ref_=fn_al_nm_1
Marion Cotillard,https://www.imdb.com/name/nm0182839/?ref_=fn_al_nm_1
Chris Pine,https://www.imdb.com/name/nm1517976/?ref_=fn_al_nm_1
Joseph Fiennes,https://www.imdb.com/name/nm0001212/?ref_=fn_al_nm_1
William H. Macy,https://www.imdb.com/name/nm0000513/?ref_=fn_al_nm_1
Christina Applegate,https://www.imdb.com/name/nm0000775/?ref_=fn_al_nm_1
Chloë Grace Moretz,https://www.imdb.com/name/nm1631269/?ref_=fn_al_nm_1
Robert Carlyle,https://www.imdb.com/name/nm0001015/?ref_=fn_al_nm_1
Ryan Phillippe,https://www.imdb.com/name/nm0000202/?ref_=fn_al_nm_1
Jonah Hill,https://www.imdb.com/name/nm1706767/?ref_=fn_al_nm_1
Maggie Cheung,https://www.imdb.com/name/nm0001041/?ref_=fn_al_nm_1
Michelle Monaghan,https://www.imdb.com/name/nm1157358/?ref_=fn_al_nm_1
Mads Mikkelsen,https://www.imdb.com/name/nm0586568/?ref_=fn_al_nm_1
Amrish Puri,https://www.imdb.com/name/nm0700869/?ref_=fn_al_nm_1
Jamie Bell,https://www.imdb.com/name/nm0068260/?ref_=fn_al_nm_1
Kate Bosworth,https://www.imdb.com/name/nm0098378/?ref_=fn_al_nm_1
John Hurt,https://www.imdb.com/name/nm0000457/?ref_=fn_al_nm_1
Naseeruddin Shah,https://www.imdb.com/name/nm0787462/?ref_=fn_al_nm_1
Evan Rachel Wood,https://www.imdb.com/name/nm0939697/?ref_=fn_al_nm_1
Monica Bellucci,https://www.imdb.com/name/nm0000899/?ref_=fn_al_nm_1
Daniel Radcliffe,https://www.imdb.com/name/nm0705356/?ref_=fn_al_nm_1
Kajol,https://www.imdb.com/name/nm0004418/?ref_=fn_al_nm_1
Tom Berenger,https://www.imdb.com/name/nm0000297/?ref_=fn_al_nm_1
